Riz/NAM  Riz
pendant/PRP  pendant
soupe/VER:pres  souper
faire/VER:infi  faire
recette/NOM  recette
fois/NOM  foi|fois
Recettes/NOM  recette
Remarques/NAM  Remarques
mettez/VER:pres  mettre
terre/NOM  terre
organiser/VER:infi  organiser
auvergne/NOM  auvergne
5/5/NUM  5/5
aimé/VER:pper  aimé
Toute/VER:pres  Toute
Préparation/NOM  Préparation
Nouveautés/NAM  Nouveautés
chaîne/NOM  chaîne
*/VER:futu  *
droits/NOM  droit
Mousse/NAM  Mousse
.../PUN  ...
hasard/NOM  hasard
adore/VER:pres  adorer
envie/VER:impe  envier
J'/NAM  J'
coupé/VER:pper  coupé
Cote/NAM  Cote
Facile/NAM  Facile
Forums/NOM  forum
mijoter/VER:infi  mijoter
Rougail/NAM  Rougail
et/KON  et
juste/ADJ  juste
n'/ADV  ne
Consultez/VER:pres  consulter
45min/NOM  45min
¤/NOM  ¤
semaine/NOM  semaine
pour/KON  pour
minute/VER:pres  minuter
45/NUM  45
saucisse/NOM  saucisse
ils/PRO:PER  il
Inscription/NOM  inscription
connecter/VER:infi  connecter
safran/NOM  safran
Cocotte/NAM  Cocotte
>/NOM  >
en/PRP  en
ai/VER:pres  avoir
carnet/NOM  carnet
idéale/NOM  idéale
Pour/NAM  Pour
froide/ADJ  froid
perso/NOM  perso
aux/PRP:det  au
degrés/NOM  degrés
notre/DET:POS  notre
supplémentaires/ADJ  supplémentaires
aussitôt/NOM  aussitôt
d'/PRP  de
Vous/PRO:PER  vous
toute/PRO:IND  tout
J'/PRO:PER  je
dames/NOM  dame
Accueil/NAM  Accueil
avocats/NOM  avocat
Sélections/NAM  Sélections
pas/ADV  pas
haché/VER:pper  haché
réduction/NOM  réduction
100/NUM  100
thym/NOM  thym
cuisson/NOM  cuisson
faites/VER:pres  faire
à/VER:pper  à
votes/NOM  vote
Tous/NAM  Tous
fumés/ADJ  fumés
voir/VER:infi  voir
hésiter/VER:infi  hésiter
chocolat/NOM  chocolat
avis/NOM  avis
nuits/NOM  nuit
]/PUN  ]
commentaires/NOM  commentaire
Vidéo/NAM  Vidéo
>/VER:pper  >
poser/VER:infi  poser
 /VER:pper   
carottes/NOM  carotte
principal/ADJ  principal
?/SENT  ?
Photos/NOM  photo
à/NOM  à
laisser/VER:infi  laisser
