choisi/VER:pper  choisir
pendant/PRP  pendant
'/PUN  '
faire/VER:infi  faire
recette/NOM  recette
fois/NOM  foi|fois
55/NUM  55
Recettes/NOM  recette
Remarques/NAM  Remarques
organiser/VER:infi  organiser
bien/ADV  bien
Conseil/NOM  conseil
5/5/NUM  5/5
pate/ADJ  pate
apprécié/VER:pper  apprécié
aimé/VER:pper  aimé
envoutantes/ADJ  envoutantes
Toute/VER:pres  Toute
badiane/NOM  badiane
Préparation/NOM  Préparation
morceau/NOM  morceau
Nouveautés/NAM  Nouveautés
chaîne/NOM  chaîne
salé/NOM  salé
*/VER:futu  *
droits/NOM  droit
.../PUN  ...
fruits/NOM  fruit
hasard/NOM  hasard
quart/NOM  quart
préalablement/NOM  préalablement
choco/NOM  choco
envie/VER:impe  envier
J'/NAM  J'
travers/NOM  travers
2h30/NOM  2h30
Forums/NOM  forum
hiver/NOM  hiver
et/KON  et
Jarret/NAM  Jarret
n'/ADV  ne
Consultez/VER:pres  consulter
17/03/2012/NUM  17/03/2012
¤/NOM  ¤
semaine/NOM  semaine
d/VER:futu  d
minute/VER:pres  minuter
jurancon/NOM  jurancon
saucisse/NOM  saucisse
Inscription/NOM  inscription
connecter/VER:infi  connecter
en/PRO:PER  en
>/NOM  >
Pad/NAM  Pad
en/PRP  en
ai/VER:pres  avoir
carnet/NOM  carnet
est/VER:pres  �tre
Pour/NAM  Pour
échine/NOM  échine
réchauffé/VER:pper  réchauffé
morceaux/NOM  morceau
beaucoup/ADV  beaucoup
feuilletée/VER:pres  feuilletée
ces/PRO:DEM  ce
sortir/NOM  sortir
froide/ADJ  froid
girofle/NOM  girofle
perso/NOM  perso
vin/NOM  vin
aux/PRP:det  au
Montmartrois/NAM  Montmartrois
31/01/2012/NUM  31/01/2012
degrés/NOM  degrés
notre/DET:POS  notre
Recettes/VER:pres  Recettes
d'/PRP  de
reste/VER:pres  rester
fumée/ADJ  fumée
toute/PRO:IND  tout
J'/PRO:PER  je
Accueil/NAM  Accueil
Planter/VER:infi  planter
bourguignonne/ADJ  bourguignon
kg/ABR  kg
préféré/VER:pper  préféré
viande/NOM  viande
Sélections/NAM  Sélections
donner/VER:infi  donner
pas/ADV  pas
réduction/NOM  réduction
100/NUM  100
cuisson/NOM  cuisson
à/VER:pper  à
votes/NOM  vote
Tous/NAM  Tous
attachent/VER:subp  attacher
Mettre/VER:infi  mettre
voir/VER:infi  voir
chocolat/NOM  chocolat
avis/NOM  avis
s'/PRO:PER  se
tremper/VER:infi  tremper
]/PUN  ]
12/09/2012/NUM  12/09/2012
commentaires/NOM  commentaire
Vidéo/NAM  Vidéo
>/VER:pper  >
poser/VER:infi  poser
 /VER:pper   
carottes/NOM  carotte
principal/ADJ  principal
saler/VER:infi  saler
?/SENT  ?
automne/NOM  automne
Montbéliard/NAM  Montbéliard
Photos/NOM  photo
à/NOM  à
il/PRO:PER  il
fumées/ADJ  fumées
Rouge/ADJ  rouge
que/KON  que
Excellent/VER:subp  exceller
nous/PRO:PER  nous
louches/NOM  louche
certains/PRO:IND  certain
avec/PRP  avec
couvrir/VER:infi  couvrir
entre/PRP  entre
Problème/NOM  Problème
fourchette/NOM  fourchette
A/PRP  �
Top/NAM  Top
Ingrédients/NAM  Ingrédients
refaire/VER:infi  refaire
gras/ADJ  gras
sans/PRP  sans
contenant/VER:ppre  contenir
trop/ADV  trop
gros/ADJ  gros
Faire/VER:infi  faire
Petit/NAM  Petit
Charlotte/NAM  Charlotte
bouillons/VER:pres  bouiller|bouillir
stocker/VER:infi  stocker
30/04/2012/NUM  30/04/2012
des/PRP:det  du
Trouver/VER:infi  trouver
même/NOM  même
50/NUM  50
Je/PRO:PER  je
Rajouter/VER:infi  rajouter
'présentable/ADJ  'présentable
Se/VER:pper  Se
natures/NOM  nature
simple/ADJ  simple
Techniques/ADJ  technique
espelette/NOM  espelette
changeant/VER:ppre  changer
cuire/VER:infi  cuire
verres/NOM  verre
du/PRP:det  du
Menus/VER:pper  Menus
menus/NOM  menu
feu/ADJ  feu
Panettone/NOM  Panettone
Marmiton/NOM  marmiton
