va/VER:pres  aller
pendant/PRP  pendant
inox/NOM  inox
soupe/VER:pres  souper
'/PUN  '
sucré/NOM  sucré
faire/VER:infi  faire
abord/NOM  abord
recette/NOM  recette
elle/PRO:PER  elle
lillois/ADJ  lillois
fois/NOM  foi|fois
3h/NOM  3h
bretonne/ADJ  breton
Recettes/NOM  recette
carbonades/NOM  carbonade
Remarques/NAM  Remarques
terre/NOM  terre
organiser/VER:infi  organiser
Bourguignon/NAM  Bourguignon
bien/ADV  bien
côté/NOM  côté
colorer/VER:infi  colorer
bière/NOM  bière
Conseil/NOM  conseil
Severine_210_NOM/Severine  210
5/5/NUM  5/5
Salade/NAM  Salade
pois/NOM  pois
rendre/VER:infi  rendre
aimé/VER:pper  aimé
premiere/NOM  premiere
11/05/2012/NUM  11/05/2012
Toute/VER:pres  Toute
fondre/VER:infi  fondre
157/NUM  157
Recettes/VER:subp  Recettes
farcis/ADJ  farci
Préparation/NOM  Préparation
marmiton/NOM  marmiton
morceau/NOM  morceau
Nouveautés/NAM  Nouveautés
prochaine/ADJ  prochain
chaîne/NOM  chaîne
*/VER:futu  *
droits/NOM  droit
.../PUN  ...
fruits/NOM  fruit
hasard/NOM  hasard
preparer/VER:infi  preparer
fondu/VER:pper  fondre
braiser/VER:infi  braiser
Boeuf/NAM  Boeuf
Dominique/NAM  Dominique
cours/NOM  cour|cours
même/ADJ  même
envie/VER:impe  envier
non/ADV  non
J'/NAM  J'
tres/VER:simp  tres
idéal/NOM  idéal
celle/PRO:DEM  celui
châ/NOM  châ
dire/VER:infi  dire
tout/ADV  tout
centimètres/NOM  centimètres
rectifier/VER:infi  rectifier
Forums/NOM  forum
mijoter/VER:infi  mijoter
et/KON  et
régal/NOM  régal
juste/ADJ  juste
n'/ADV  ne
Consultez/VER:pres  consulter
carbonnade/NOM  carbonnade
frais/ADJ  frais
Presque/ADV  presque
¤/NOM  ¤
semaine/NOM  semaine
pour/KON  pour
Inscription/NOM  inscription
connecter/VER:infi  connecter
en/PRO:PER  en
safran/NOM  safran
en/PRP  en
ai/VER:pres  avoir
carnet/NOM  carnet
dedans/PRP  dedans
est/VER:pres  �tre
Pour/NAM  Pour
partie/NOM  partie
laissant/VER:ppre  laisser
ramollir/VER:infi  ramollir
tous/PRO:IND  tout
-le/PRO:PER  le
finir/VER:infi  finir
plutôt/ADJ  plutôt
perso/NOM  perso
Couper/VER:infi  couper
vin/NOM  vin
aux/PRP:det  au
mélange/NOM  mélange
retirer/VER:infi  retirer
degrés/NOM  degrés
notre/DET:POS  notre
d'/PRP  de
09/07/2012/NUM  09/07/2012
14/08/2012/NUM  14/08/2012
cl/NOM  cl
veille/NOM  veille
épaississe/VER:subi  épaississe
Carbonades/NAM  Carbonades
être/ADJ  être
coriandre/NOM  coriandre
tranches/NOM  tranche
toute/PRO:IND  tout
J'/PRO:PER  je
braisee/NOM  braisee
oranges/ADJ  orange
Accueil/NAM  Accueil
après/NOM  après
sentait/VER:impf  sentir
kg/ABR  kg
viande/NOM  viande
Sélections/NAM  Sélections
pain/NOM  pain
'mijotage/NOM  'mijotage
pas/ADV  pas
flamandes/NOM  flamand
